YEAR,MONTH,DAY_OF_MONTH,DAY_OF_WEEK,FL_DATE,ORIGIN,DEST,DEP_DELAY,ARR_DELAY,CANCELLED,CANCELLATION_CODE,DIVERTED,AIR_TIME,DISTANCE,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY,day
2019,4,29,1,2019-04-29,SJU,MIA,454.0,441.0,0,,0,132.0,1045,7.0,0.0,0.0,0.0,434.0,Monday
2019,4,6,6,2019-04-06,CHS,CLT,431.0,421.0,0,,0,34.0,168,421.0,0.0,0.0,0.0,0.0,Saturday
2019,4,19,5,2019-04-19,MIA,LAX,969.0,959.0,0,,0,309.0,2342,0.0,220.0,0.0,0.0,739.0,Friday
2019,4,28,7,2019-04-28,MIA,SJU,729.0,736.0,0,,0,122.0,1045,197.0,0.0,7.0,0.0,532.0,Sunday
2019,4,19,5,2019-04-19,MCO,LAX,1145.0,1132.0,0,,0,294.0,2218,0.0,0.0,1051.0,0.0,81.0,Friday
2019,4,9,2,2019-04-09,DFW,SLC,535.0,530.0,0,,0,138.0,989,530.0,0.0,0.0,0.0,0.0,Tuesday
2019,4,15,1,2019-04-15,DFW,SLC,507.0,487.0,0,,0,134.0,989,487.0,0.0,0.0,0.0,0.0,Monday
2019,4,19,5,2019-04-19,DFW,SLC,477.0,467.0,0,,0,143.0,989,466.0,0.0,0.0,0.0,1.0,Friday
2019,4,13,6,2019-04-13,DFW,ICT,413.0,401.0,0,,0,45.0,328,0.0,14.0,0.0,0.0,387.0,Saturday
2019,4,14,7,2019-04-14,ORD,LGA,364.0,384.0,0,,0,100.0,733,0.0,364.0,20.0,0.0,0.0,Sunday
2019,4,9,2,2019-04-09,SJU,MIA,1106.0,1095.0,0,,0,140.0,1045,59.0,1036.0,0.0,0.0,0.0,Tuesday
2019,4,5,5,2019-04-05,SJU,ORD,1133.0,1091.0,0,,0,269.0,2072,1091.0,0.0,0.0,0.0,0.0,Friday
2019,4,14,7,2019-04-14,IAH,MIA,366.0,413.0,0,,0,137.0,964,366.0,0.0,47.0,0.0,0.0,Sunday
2019,4,13,6,2019-04-13,MCO,MIA,382.0,371.0,0,,0,36.0,192,2.0,0.0,0.0,0.0,369.0,Saturday
2019,4,26,5,2019-04-26,MCO,MIA,474.0,460.0,0,,0,35.0,192,284.0,0.0,0.0,0.0,176.0,Friday
2019,4,20,6,2019-04-20,AUS,PHL,384.0,377.0,0,,0,178.0,1430,0.0,0.0,0.0,0.0,377.0,Saturday
2019,4,8,1,2019-04-08,MCO,CLT,388.0,469.0,0,,0,80.0,468,0.0,0.0,373.0,0.0,96.0,Monday
2019,4,12,5,2019-04-12,CLT,SAV,375.0,380.0,0,,0,39.0,213,15.0,0.0,5.0,0.0,360.0,Friday
2019,4,11,4,2019-04-11,LAS,CLT,625.0,616.0,0,,0,216.0,1916,34.0,0.0,0.0,0.0,582.0,Thursday
2019,4,12,5,2019-04-12,LAS,CLT,415.0,400.0,0,,0,215.0,1916,24.0,0.0,0.0,0.0,376.0,Friday
2019,4,1,1,2019-04-01,ATL,CLT,431.0,426.0,0,,0,41.0,226,426.0,0.0,0.0,0.0,0.0,Monday
2019,4,7,7,2019-04-07,SAT,PHL,735.0,735.0,0,,0,185.0,1496,735.0,0.0,0.0,0.0,0.0,Sunday
2019,4,18,4,2019-04-18,SAT,PHL,768.0,756.0,0,,0,177.0,1496,756.0,0.0,0.0,0.0,0.0,Thursday
2019,4,15,1,2019-04-15,CLT,BOS,368.0,373.0,0,,0,102.0,728,368.0,0.0,5.0,0.0,0.0,Monday
2019,4,23,2,2019-04-23,PVD,PHL,1473.0,1477.0,0,,0,62.0,237,1473.0,0.0,4.0,0.0,0.0,Tuesday
2019,4,25,4,2019-04-25,IAH,PHL,1383.0,1387.0,0,,0,159.0,1325,1383.0,0.0,4.0,0.0,0.0,Thursday
2019,4,18,4,2019-04-18,DCA,PHL,915.0,912.0,0,,0,30.0,119,374.0,0.0,0.0,0.0,538.0,Thursday
2019,4,20,6,2019-04-20,BOS,PHL,595.0,575.0,0,,0,62.0,280,575.0,0.0,0.0,0.0,0.0,Saturday
2019,4,12,5,2019-04-12,PHL,CLT,626.0,674.0,0,,0,96.0,449,626.0,0.0,48.0,0.0,0.0,Friday
2019,4,26,5,2019-04-26,PHL,CLT,519.0,572.0,0,,0,115.0,449,0.0,0.0,53.0,0.0,519.0,Friday
2019,4,29,1,2019-04-29,PHL,CLT,410.0,422.0,0,,0,80.0,449,410.0,0.0,12.0,0.0,0.0,Monday
2019,4,8,1,2019-04-08,RDU,CLT,1148.0,1142.0,0,,0,46.0,130,1141.0,0.0,0.0,0.0,1.0,Monday
2019,4,10,3,2019-04-10,DFW,CLT,420.0,417.0,0,,0,114.0,936,123.0,0.0,0.0,0.0,294.0,Wednesday
2019,4,7,7,2019-04-07,RDU,DFW,382.0,403.0,0,,0,160.0,1061,193.0,0.0,21.0,0.0,189.0,Sunday
2019,4,18,4,2019-04-18,DFW,IAH,370.0,373.0,0,,0,50.0,224,0.0,56.0,3.0,0.0,314.0,Thursday
2019,4,18,4,2019-04-18,SDF,IAH,728.0,717.0,0,,0,118.0,788,679.0,0.0,0.0,0.0,38.0,Thursday
2019,4,15,1,2019-04-15,JFK,ATL,852.0,827.0,0,,0,108.0,760,0.0,0.0,827.0,0.0,0.0,Monday
2019,4,15,1,2019-04-15,DTW,JFK,424.0,415.0,0,,0,82.0,509,0.0,0.0,415.0,0.0,0.0,Monday
2019,4,15,1,2019-04-15,JFK,DTW,494.0,473.0,0,,0,94.0,509,0.0,0.0,473.0,0.0,0.0,Monday
2019,4,15,1,2019-04-15,ORD,LGA,1120.0,1114.0,0,,0,88.0,733,1114.0,0.0,0.0,0.0,0.0,Monday
2019,4,15,1,2019-04-15,JFK,SAT,396.0,380.0,0,,0,213.0,1587,112.0,0.0,0.0,0.0,268.0,Monday
2019,4,15,1,2019-04-15,SAN,JFK,518.0,489.0,0,,0,279.0,2446,245.0,0.0,244.0,0.0,0.0,Monday
2019,4,15,1,2019-04-15,LGA,DFW,893.0,882.0,0,,0,195.0,1389,24.0,0.0,0.0,0.0,858.0,Monday
2019,4,16,2,2019-04-16,IAH,LGA,475.0,468.0,0,,0,167.0,1416,468.0,0.0,0.0,0.0,0.0,Tuesday
2019,4,16,2,2019-04-16,PHX,JFK,440.0,412.0,0,,0,242.0,2153,412.0,0.0,0.0,0.0,0.0,Tuesday
2019,4,17,3,2019-04-17,GEG,SLC,390.0,377.0,0,,0,67.0,546,377.0,0.0,0.0,0.0,0.0,Wednesday
2019,4,17,3,2019-04-17,IAH,LGA,817.0,808.0,0,,0,187.0,1416,0.0,808.0,0.0,0.0,0.0,Wednesday
2019,4,12,5,2019-04-12,MYR,ATL,366.0,351.0,0,,0,51.0,317,351.0,0.0,0.0,0.0,0.0,Friday
2019,4,12,5,2019-04-12,MKE,ATL,417.0,403.0,0,,0,98.0,669,403.0,0.0,0.0,0.0,0.0,Friday
2019,4,12,5,2019-04-12,JFK,DEN,889.0,872.0,0,,0,245.0,1626,872.0,0.0,0.0,0.0,0.0,Friday
2019,4,12,5,2019-04-12,DTW,MKE,368.0,359.0,0,,0,45.0,237,359.0,0.0,0.0,0.0,0.0,Friday
2019,4,13,6,2019-04-13,DFW,ATL,361.0,373.0,0,,0,115.0,731,0.0,43.0,12.0,0.0,318.0,Saturday
2019,4,13,6,2019-04-13,LGA,DFW,883.0,887.0,0,,0,229.0,1389,0.0,883.0,4.0,0.0,0.0,Saturday
2019,4,13,6,2019-04-13,DAL,ATL,397.0,406.0,0,,0,115.0,721,1.0,13.0,9.0,0.0,383.0,Saturday
2019,4,13,6,2019-04-13,DFW,LGA,996.0,971.0,0,,0,165.0,1389,971.0,0.0,0.0,0.0,0.0,Saturday
2019,4,13,6,2019-04-13,DAL,ATL,978.0,994.0,0,,0,114.0,721,978.0,0.0,16.0,0.0,0.0,Saturday
2019,4,13,6,2019-04-13,SLC,DEN,361.0,350.0,0,,0,56.0,391,350.0,0.0,0.0,0.0,0.0,Saturday
2019,4,13,6,2019-04-13,DFW,MSP,723.0,709.0,0,,0,100.0,852,0.0,185.0,0.0,0.0,524.0,Saturday
2019,4,13,6,2019-04-13,DFW,MSP,891.0,872.0,0,,0,110.0,852,872.0,0.0,0.0,0.0,0.0,Saturday
2019,4,13,6,2019-04-13,DTW,BOS,987.0,968.0,0,,0,77.0,632,968.0,0.0,0.0,0.0,0.0,Saturday
2019,4,13,6,2019-04-13,ATL,DFW,432.0,522.0,0,,0,168.0,731,0.0,0.0,522.0,0.0,0.0,Saturday
2019,4,13,6,2019-04-13,DFW,ATL,511.0,517.0,0,,0,112.0,731,0.0,7.0,6.0,0.0,504.0,Saturday
2019,4,13,6,2019-04-13,LGA,DFW,445.0,455.0,0,,0,226.0,1389,330.0,0.0,125.0,0.0,0.0,Saturday
2019,4,13,6,2019-04-13,DFW,LGA,427.0,413.0,0,,0,166.0,1389,0.0,413.0,0.0,0.0,0.0,Saturday
2019,4,13,6,2019-04-13,LGA,DFW,396.0,438.0,0,,0,220.0,1389,0.0,0.0,438.0,0.0,0.0,Saturday
2019,4,14,7,2019-04-14,IAH,ATL,905.0,876.0,0,,0,81.0,689,876.0,0.0,0.0,0.0,0.0,Sunday
2019,4,14,7,2019-04-14,LGA,ORD,997.0,1017.0,0,,0,108.0,733,7.0,0.0,1010.0,0.0,0.0,Sunday
2019,4,14,7,2019-04-14,ORD,LGA,521.0,534.0,0,,0,107.0,733,0.0,521.0,13.0,0.0,0.0,Sunday
2019,4,14,7,2019-04-14,PHX,JFK,952.0,952.0,0,,0,260.0,2153,48.0,0.0,0.0,0.0,904.0,Sunday
2019,4,14,7,2019-04-14,ORD,ATL,483.0,487.0,0,,0,83.0,606,483.0,0.0,4.0,0.0,0.0,Sunday
2019,4,14,7,2019-04-14,ATL,MIA,695.0,698.0,0,,0,91.0,594,695.0,0.0,3.0,0.0,0.0,Sunday
2019,4,14,7,2019-04-14,PBI,ATL,374.0,405.0,0,,0,107.0,545,374.0,0.0,31.0,0.0,0.0,Sunday
2019,4,14,7,2019-04-14,ATL,ORD,509.0,589.0,0,,0,91.0,606,0.0,0.0,589.0,0.0,0.0,Sunday
2019,4,14,7,2019-04-14,ORD,DTW,523.0,508.0,0,,0,41.0,235,0.0,508.0,0.0,0.0,0.0,Sunday
2019,4,14,7,2019-04-14,ORD,DTW,832.0,805.0,0,,0,40.0,235,805.0,0.0,0.0,0.0,0.0,Sunday
2019,4,14,7,2019-04-14,ATL,ORD,602.0,623.0,0,,0,90.0,606,602.0,0.0,21.0,0.0,0.0,Sunday
2019,4,14,7,2019-04-14,ORD,MSP,1063.0,1062.0,0,,0,63.0,334,1062.0,0.0,0.0,0.0,0.0,Sunday
2019,4,14,7,2019-04-14,MSP,BIL,438.0,439.0,0,,0,117.0,748,438.0,0.0,1.0,0.0,0.0,Sunday
2019,4,14,7,2019-04-14,ATL,SRQ,372.0,372.0,0,,0,76.0,444,372.0,0.0,0.0,0.0,0.0,Sunday
2019,4,14,7,2019-04-14,ORD,LGA,1116.0,1185.0,0,,0,100.0,733,1116.0,0.0,69.0,0.0,0.0,Sunday
2019,4,20,6,2019-04-20,FLL,DEN,446.0,,1,carrier,0,,1703,,,,,,Saturday
2019,4,22,1,2019-04-22,TTN,MCO,365.0,358.0,0,,0,118.0,896,0.0,0.0,0.0,0.0,358.0,Monday
2019,4,26,5,2019-04-26,LAS,IND,446.0,434.0,0,,0,187.0,1590,401.0,0.0,0.0,0.0,33.0,Friday
2019,4,26,5,2019-04-26,IND,RSW,422.0,406.0,0,,0,119.0,945,0.0,0.0,0.0,0.0,406.0,Friday
2019,4,29,1,2019-04-29,LAS,CVG,413.0,410.0,0,,0,196.0,1678,14.0,0.0,0.0,0.0,396.0,Monday
2019,4,11,4,2019-04-11,AUS,IAH,968.0,964.0,0,,0,36.0,140,964.0,0.0,0.0,0.0,0.0,Thursday
2019,4,22,1,2019-04-22,PHL,IAH,902.0,915.0,0,,0,200.0,1325,19.0,0.0,13.0,0.0,883.0,Monday
2019,4,16,2,2019-04-16,LAX,IAD,412.0,369.0,0,,0,239.0,2288,229.0,0.0,0.0,0.0,140.0,Tuesday
2019,4,16,2,2019-04-16,LGA,DEN,376.0,362.0,0,,0,228.0,1620,362.0,0.0,0.0,0.0,0.0,Tuesday
2019,4,16,2,2019-04-16,TPA,IAH,395.0,397.0,0,,0,125.0,787,395.0,0.0,2.0,0.0,0.0,Tuesday
2019,4,16,2,2019-04-16,SFO,BOS,414.0,403.0,0,,0,298.0,2704,1.0,0.0,0.0,0.0,402.0,Tuesday
2019,4,15,1,2019-04-15,SLC,EWR,788.0,781.0,0,,0,220.0,1969,659.0,0.0,0.0,0.0,122.0,Monday
2019,4,3,3,2019-04-03,DCA,SFO,834.0,824.0,0,,0,326.0,2442,824.0,0.0,0.0,0.0,0.0,Wednesday
2019,4,2,2,2019-04-02,PIT,ORD,587.0,567.0,0,,0,69.0,413,567.0,0.0,0.0,0.0,0.0,Tuesday
2019,4,7,7,2019-04-07,PIA,PGD,414.0,409.0,0,,0,127.0,1045,403.0,0.0,0.0,0.0,6.0,Sunday
2019,4,7,7,2019-04-07,MSY,RDU,481.0,515.0,0,,0,127.0,779,481.0,34.0,0.0,0.0,0.0,Sunday
2019,4,4,4,2019-04-04,AVL,PIE,405.0,397.0,0,,0,76.0,519,397.0,0.0,0.0,0.0,0.0,Thursday
2019,4,20,6,2019-04-20,VPS,SRQ,720.0,744.0,0,,0,52.0,321,720.0,0.0,24.0,0.0,0.0,Saturday
2019,4,8,1,2019-04-08,PIE,AVL,565.0,564.0,0,,0,75.0,519,564.0,0.0,0.0,0.0,0.0,Monday
2019,4,28,7,2019-04-28,LAS,BLI,405.0,431.0,0,,0,136.0,954,405.0,0.0,26.0,0.0,0.0,Sunday
2019,4,28,7,2019-04-28,TYS,PIE,449.0,434.0,0,,0,66.0,550,434.0,0.0,0.0,0.0,0.0,Sunday
2019,4,19,5,2019-04-19,SFB,MEM,362.0,352.0,0,,0,93.0,671,0.0,263.0,0.0,0.0,89.0,Friday
2019,4,20,6,2019-04-20,CID,ATL,479.0,456.0,0,,0,88.0,694,456.0,0.0,0.0,0.0,0.0,Saturday
2019,4,20,6,2019-04-20,GSP,LGA,394.0,374.0,0,,0,83.0,610,374.0,0.0,0.0,0.0,0.0,Saturday
2019,4,20,6,2019-04-20,GTR,ATL,757.0,731.0,0,,0,43.0,241,731.0,0.0,0.0,0.0,0.0,Saturday
2019,4,20,6,2019-04-20,IAD,DTW,465.0,445.0,0,,0,54.0,383,0.0,436.0,0.0,0.0,9.0,Saturday
2019,4,13,6,2019-04-13,MSP,SFO,368.0,342.0,0,,0,228.0,1589,342.0,0.0,0.0,0.0,0.0,Saturday
2019,4,13,6,2019-04-13,IAH,MKE,751.0,740.0,0,,0,120.0,984,740.0,0.0,0.0,0.0,0.0,Saturday
2019,4,14,7,2019-04-14,DSM,ORD,469.0,477.0,0,,0,52.0,299,437.0,0.0,8.0,0.0,32.0,Sunday
2019,4,14,7,2019-04-14,DFW,LRD,637.0,627.0,0,,0,58.0,396,627.0,0.0,0.0,0.0,0.0,Sunday
2019,4,14,7,2019-04-14,JAX,ORD,388.0,399.0,0,,0,122.0,864,332.0,0.0,11.0,0.0,56.0,Sunday
2019,4,14,7,2019-04-14,BNA,ORD,379.0,364.0,0,,0,69.0,409,0.0,0.0,364.0,0.0,0.0,Sunday
2019,4,14,7,2019-04-14,JAN,DFW,908.0,895.0,0,,0,67.0,408,889.0,0.0,0.0,0.0,6.0,Sunday
2019,4,14,7,2019-04-14,MDW,MSP,372.0,405.0,0,,0,62.0,349,0.0,6.0,33.0,0.0,366.0,Sunday
2019,4,14,7,2019-04-14,LAN,MSP,447.0,435.0,0,,0,69.0,455,435.0,0.0,0.0,0.0,0.0,Sunday
2019,4,17,3,2019-04-17,DTW,PLN,686.0,676.0,0,,0,42.0,243,0.0,676.0,0.0,0.0,0.0,Wednesday
2019,4,17,3,2019-04-17,PLN,APN,670.0,660.0,0,,0,19.0,69,0.0,660.0,0.0,0.0,0.0,Wednesday
2019,4,18,4,2019-04-18,OKC,ORD,374.0,362.0,0,,0,89.0,693,0.0,362.0,0.0,0.0,0.0,Thursday
2019,4,7,7,2019-04-07,ORD,COS,692.0,675.0,0,,0,125.0,911,675.0,0.0,0.0,0.0,0.0,Sunday
2019,4,7,7,2019-04-07,BNA,ORD,515.0,554.0,0,,0,120.0,409,515.0,0.0,39.0,0.0,0.0,Sunday
2019,4,7,7,2019-04-07,MSP,BJI,552.0,546.0,0,,0,36.0,199,0.0,546.0,0.0,0.0,0.0,Sunday
2019,4,8,1,2019-04-08,BTR,DFW,430.0,426.0,0,,0,61.0,383,0.0,426.0,0.0,0.0,0.0,Monday
2019,4,8,1,2019-04-08,ABE,DTW,364.0,351.0,0,,0,73.0,425,335.0,0.0,0.0,0.0,16.0,Monday
2019,4,8,1,2019-04-08,FAR,DEN,372.0,391.0,0,,0,94.0,627,369.0,0.0,19.0,0.0,3.0,Monday
2019,4,8,1,2019-04-08,PLN,DTW,513.0,515.0,0,,0,39.0,243,0.0,0.0,2.0,0.0,513.0,Monday
2019,4,9,2,2019-04-09,CLT,BTR,847.0,850.0,0,,0,87.0,675,847.0,0.0,3.0,0.0,0.0,Tuesday
2019,4,9,2,2019-04-09,ICT,ORD,1080.0,1062.0,0,,0,77.0,588,1062.0,0.0,0.0,0.0,0.0,Tuesday
2019,4,9,2,2019-04-09,CLT,TYS,401.0,399.0,0,,0,36.0,177,0.0,0.0,0.0,0.0,399.0,Tuesday
2019,4,9,2,2019-04-09,OKC,SLC,557.0,568.0,0,,0,131.0,866,557.0,0.0,11.0,0.0,0.0,Tuesday
2019,4,9,2,2019-04-09,JFK,ORD,942.0,935.0,0,,0,145.0,740,935.0,0.0,0.0,0.0,0.0,Tuesday
2019,4,9,2,2019-04-09,LAS,SNA,776.0,780.0,0,,0,43.0,226,769.0,0.0,4.0,0.0,7.0,Tuesday
2019,4,9,2,2019-04-09,SNA,LAS,1060.0,1073.0,0,,0,45.0,226,7.0,0.0,13.0,0.0,1053.0,Tuesday
2019,4,9,2,2019-04-09,LAS,SNA,1030.0,1053.0,0,,0,43.0,226,1030.0,0.0,23.0,0.0,0.0,Tuesday
2019,4,9,2,2019-04-09,VLD,ATL,809.0,803.0,0,,0,41.0,208,803.0,0.0,0.0,0.0,0.0,Tuesday
2019,4,9,2,2019-04-09,GTR,ATL,974.0,942.0,0,,0,42.0,241,942.0,0.0,0.0,0.0,0.0,Tuesday
2019,4,10,3,2019-04-10,CLT,OKC,845.0,856.0,0,,0,149.0,940,0.0,0.0,11.0,0.0,845.0,Wednesday
2019,4,10,3,2019-04-10,EUG,LAX,383.0,353.0,0,,0,93.0,748,347.0,0.0,0.0,0.0,6.0,Wednesday
2019,4,2,2,2019-04-02,IND,ORD,480.0,466.0,0,,0,41.0,177,444.0,0.0,0.0,0.0,22.0,Tuesday
2019,4,1,1,2019-04-01,ALO,ORD,478.0,448.0,0,,0,40.0,234,448.0,0.0,0.0,0.0,0.0,Monday
2019,4,13,6,2019-04-13,CID,DFW,419.0,454.0,0,,0,119.0,685,0.0,419.0,35.0,0.0,0.0,Saturday
2019,4,28,7,2019-04-28,CLT,CMI,1000.0,994.0,0,,0,83.0,522,699.0,0.0,0.0,0.0,295.0,Sunday
2019,4,14,7,2019-04-14,BDL,ORD,783.0,764.0,0,,0,119.0,783,0.0,0.0,764.0,0.0,0.0,Sunday
2019,4,18,4,2019-04-18,LEX,ORD,556.0,541.0,0,,0,54.0,323,0.0,0.0,0.0,0.0,541.0,Thursday
2019,4,24,3,2019-04-24,SDF,LGA,1137.0,1129.0,0,,0,95.0,659,1129.0,0.0,0.0,0.0,0.0,Wednesday
2019,4,7,7,2019-04-07,RST,ORD,499.0,501.0,0,,0,46.0,268,1.0,0.0,2.0,0.0,498.0,Sunday
2019,4,22,1,2019-04-22,FSM,DFW,1212.0,1204.0,0,,0,45.0,227,1204.0,0.0,0.0,0.0,0.0,Monday
2019,4,19,5,2019-04-19,FLL,BOS,598.0,567.0,0,,0,145.0,1237,567.0,0.0,0.0,0.0,0.0,Friday
2019,4,19,5,2019-04-19,DCA,BOS,461.0,448.0,0,,0,60.0,399,421.0,0.0,0.0,0.0,27.0,Friday
2019,4,19,5,2019-04-19,FLL,EWR,553.0,510.0,0,,0,123.0,1065,0.0,119.0,0.0,0.0,391.0,Friday
2019,4,19,5,2019-04-19,LGA,PBI,394.0,414.0,0,,0,182.0,1035,36.0,0.0,20.0,0.0,358.0,Friday
2019,4,19,5,2019-04-19,FLL,HPN,373.0,348.0,0,,0,132.0,1097,245.0,0.0,0.0,0.0,103.0,Friday
2019,4,19,5,2019-04-19,MCO,BOS,475.0,453.0,0,,0,135.0,1121,0.0,439.0,0.0,0.0,14.0,Friday
2019,4,19,5,2019-04-19,PHL,FLL,588.0,608.0,0,,0,166.0,992,41.0,0.0,20.0,0.0,547.0,Friday
2019,4,19,5,2019-04-19,RSW,JFK,417.0,393.0,0,,0,138.0,1074,0.0,0.0,6.0,0.0,387.0,Friday
2019,4,19,5,2019-04-19,RSW,BOS,446.0,461.0,0,,0,189.0,1249,0.0,0.0,459.0,0.0,2.0,Friday
2019,4,19,5,2019-04-19,JAX,FLL,392.0,413.0,0,,0,62.0,319,0.0,0.0,413.0,0.0,0.0,Friday
2019,4,19,5,2019-04-19,ORH,MCO,401.0,414.0,0,,0,179.0,1091,7.0,0.0,13.0,0.0,394.0,Friday
2019,4,19,5,2019-04-19,BOS,FLL,393.0,471.0,0,,0,258.0,1237,0.0,0.0,367.0,0.0,104.0,Friday
2019,4,19,5,2019-04-19,JFK,FLL,476.0,464.0,0,,0,165.0,1069,0.0,0.0,0.0,0.0,464.0,Friday
2019,4,19,5,2019-04-19,FLL,RDU,483.0,482.0,0,,0,86.0,680,0.0,356.0,0.0,0.0,126.0,Friday
2019,4,19,5,2019-04-19,FLL,JAX,619.0,622.0,0,,0,52.0,319,327.0,0.0,3.0,0.0,292.0,Friday
2019,4,19,5,2019-04-19,RSW,BOS,489.0,477.0,0,,0,155.0,1249,0.0,0.0,440.0,0.0,37.0,Friday
2019,4,20,6,2019-04-20,OAK,JFK,751.0,740.0,0,,0,311.0,2576,740.0,0.0,0.0,0.0,0.0,Saturday
2019,4,6,6,2019-04-06,LAS,FLL,1069.0,1095.0,0,,0,277.0,2173,1069.0,0.0,26.0,0.0,0.0,Saturday
2019,4,6,6,2019-04-06,MSY,FLL,383.0,380.0,0,,0,84.0,674,0.0,0.0,166.0,0.0,214.0,Saturday
2019,4,7,7,2019-04-07,SJU,MCO,698.0,704.0,0,,0,166.0,1189,338.0,0.0,6.0,0.0,360.0,Sunday
2019,4,7,7,2019-04-07,MCO,SJU,378.0,369.0,0,,0,138.0,1189,369.0,0.0,0.0,0.0,0.0,Sunday
2019,4,9,2,2019-04-09,LAS,FLL,850.0,842.0,0,,0,240.0,2173,517.0,0.0,0.0,0.0,325.0,Tuesday
2019,4,9,2,2019-04-09,ATL,BOS,487.0,450.0,0,,0,107.0,946,298.0,0.0,0.0,0.0,152.0,Tuesday
2019,4,9,2,2019-04-09,SJU,BDL,475.0,500.0,0,,0,255.0,1666,254.0,0.0,25.0,0.0,221.0,Tuesday
2019,4,10,3,2019-04-10,SJU,BDL,643.0,659.0,0,,0,243.0,1666,26.0,0.0,16.0,0.0,617.0,Wednesday
2019,4,29,1,2019-04-29,SJU,BOS,500.0,481.0,0,,0,214.0,1674,481.0,0.0,0.0,0.0,0.0,Monday
2019,4,29,1,2019-04-29,SJU,MCO,468.0,453.0,0,,0,154.0,1189,453.0,0.0,0.0,0.0,0.0,Monday
2019,4,29,1,2019-04-29,LAS,BOS,572.0,537.0,0,,0,247.0,2381,265.0,0.0,0.0,0.0,272.0,Monday
2019,4,30,2,2019-04-30,JFK,MCO,384.0,361.0,0,,0,125.0,944,344.0,0.0,0.0,0.0,17.0,Tuesday
2019,4,13,6,2019-04-13,MLI,DFW,396.0,419.0,0,,0,136.0,691,0.0,396.0,23.0,0.0,0.0,Saturday
2019,4,14,7,2019-04-14,PIA,DFW,415.0,452.0,0,,0,94.0,672,0.0,415.0,37.0,0.0,0.0,Sunday
2019,4,27,6,2019-04-27,PHX,SBA,667.0,683.0,0,,0,78.0,455,395.0,0.0,16.0,0.0,272.0,Saturday
2019,4,1,1,2019-04-01,PHX,BUR,392.0,395.0,0,,0,65.0,369,76.0,0.0,3.0,0.0,316.0,Monday
2019,4,13,6,2019-04-13,BIS,DFW,464.0,485.0,0,,0,141.0,977,0.0,0.0,485.0,0.0,0.0,Saturday
2019,4,28,7,2019-04-28,IAD,BOS,1005.0,1002.0,0,,0,72.0,413,0.0,0.0,1002.0,0.0,0.0,Sunday
2019,4,19,5,2019-04-19,IAD,MHT,776.0,765.0,0,,0,64.0,418,0.0,765.0,0.0,0.0,0.0,Friday
2019,4,25,4,2019-04-25,AUS,IAH,459.0,456.0,0,,0,37.0,140,456.0,0.0,0.0,0.0,0.0,Thursday
2019,4,20,6,2019-04-20,IAD,CVG,471.0,463.0,0,,0,61.0,388,0.0,0.0,0.0,0.0,463.0,Saturday
2019,4,20,6,2019-04-20,BDL,IAH,549.0,552.0,0,,0,209.0,1507,552.0,0.0,0.0,0.0,0.0,Saturday
2019,4,6,6,2019-04-06,IAD,PIT,851.0,844.0,0,,0,35.0,182,844.0,0.0,0.0,0.0,0.0,Saturday
2019,4,11,4,2019-04-11,IAD,ORF,554.0,551.0,0,,0,38.0,157,0.0,0.0,0.0,0.0,551.0,Thursday
2019,4,9,2,2019-04-09,GSP,IAH,596.0,571.0,0,,0,124.0,837,0.0,0.0,0.0,0.0,571.0,Tuesday
2019,4,20,6,2019-04-20,CVG,IAD,432.0,437.0,0,,0,62.0,388,0.0,0.0,0.0,0.0,437.0,Saturday
2019,4,21,7,2019-04-21,IAD,HHH,905.0,890.0,0,,0,78.0,498,890.0,0.0,0.0,0.0,0.0,Sunday
2019,4,7,7,2019-04-07,IAH,DAY,1040.0,1017.0,0,,0,118.0,929,0.0,1017.0,0.0,0.0,0.0,Sunday
2019,4,7,7,2019-04-07,IAH,DTW,571.0,568.0,0,,0,135.0,1075,0.0,0.0,0.0,0.0,568.0,Sunday
2019,4,13,6,2019-04-13,DFW,MIA,1003.0,1006.0,0,,0,142.0,1121,0.0,170.0,3.0,0.0,833.0,Saturday
2019,4,14,7,2019-04-14,SJC,PHX,1156.0,1149.0,0,,0,85.0,621,1149.0,0.0,0.0,0.0,0.0,Sunday
2019,4,15,1,2019-04-15,BDL,DFW,573.0,549.0,0,,0,209.0,1471,549.0,0.0,0.0,0.0,0.0,Monday
2019,4,15,1,2019-04-15,DFW,RDU,377.0,356.0,0,,0,128.0,1061,356.0,0.0,0.0,0.0,0.0,Monday
2019,4,13,6,2019-04-13,COS,DFW,386.0,461.0,0,,0,114.0,592,0.0,0.0,461.0,0.0,0.0,Saturday
2019,4,19,5,2019-04-19,SAT,DFW,536.0,560.0,0,,0,45.0,247,536.0,0.0,24.0,0.0,0.0,Friday
2019,4,17,3,2019-04-17,ORD,MIA,420.0,402.0,0,,0,154.0,1197,15.0,0.0,0.0,0.0,387.0,Wednesday
2019,4,20,6,2019-04-20,LAX,IAH,807.0,786.0,0,,0,153.0,1379,752.0,0.0,0.0,0.0,34.0,Saturday
2019,4,28,7,2019-04-28,LAX,PHL,656.0,,0,,1,,2402,,,,,,Sunday
2019,4,21,7,2019-04-21,DFW,MAF,507.0,497.0,0,,0,50.0,309,77.0,0.0,0.0,0.0,420.0,Sunday
